,text,AG
276,estoy enamorada de como suena la voz de camila en crown esta mujer es arte la puta madre,0
277,arabe es un re temon papichamp y ecko la rompen yo les retumbo las nalgas a lo twerk loco los amo,0
278,deja de tuitear hija de puta escucha los argumentos que luego te vas a quedar callada fujimierda del carajo httpstconpravaui,1
279,los videos no acreditan mucho pero lo que no me convence es el dato del acosador con acento peruano me parece xenofobo y racista a que aporta a la causa ese dato sino a estigmatizar a los inmigrantes httpstcosqflxpkg,0
280, y tu eres mi esposa ve a la cocina zorra >v,1
281,me puse un vestido con escote y mi mama dizque preciso hoy le da por vestirse como zorra jajsjajs tan linda ella como siempre,1
282,la marcha negra acelera el paso más de  subsaharianos esperan en marruecos para entrar ilegalmente en españa httpstcomhgjnwjoz ¡¡ okupa monclovitaya tienes pensado donde cobijar a toda esta genteprepara barracas en moncloa creo que hay terreno,0
283,ajsjsjdks mi mamá me vino a enseñar su delineador y yo que perra que perra que perra mi amiga y se enojó wtf gabriela es buen plan,1
284,solo los putos chairos ignorantes y los sudacas resentidos pueden idolatrar a un personaje tan deleznable ez el inperio yanki kiere el petrolio de venezuela,1
285,mi hermana está escuchando la puta bso de guardianes de la galaxia cuando vence star lord a ronan la estoy enseñando bien,0
286,por violación y acoso sexual httpstcotsronvry,0
287, puta el weon hincha pelotas criticas a por su programa pero tu eres panelista en primer plano en primer plano po weeeoon chanta,0
288, porque no tiene la menor empatía con víctimas de acoso ni de violación y porque defiende un derecho autoinventado del hombre de hacer con las mujeres lo que les dé la gana,0
289,te amamos pinche güero de mierda httpstcokadebhv,1
290,cómo llorándole intentando hacerle un chantaje emocional ¡soy tu hermano mayor así que cállate la puta boca y obedece ups se le escapó httpstcohclzkow,0
291,mami puso una emisora con canción árabe y siento que en cualquier momento vamos a explotar,1
292, pero cállate hijo de puta debe de paliar más que vos el,0
293,le he comprado un collar a mi esposa coño pues yo todavía la tengo suelta,0
294,las y pueden ser  las cifras de muestran la enorme vulnerabilidad de nna al desplazamiento forzado httpstcompywfwett,0
295,acá es como que vas al club a tomar algo y si o si tenes que cruzar a sudaca para qué tal está ‍,0
296,arabe es un temaiken amigos no veo la hora de q lo pasen en blv,0
297, reencuentro la puta madre disfrutalo mucho lo re mereces amiga,0
298,os acordais de cuando decian los del lacito que preferian inmigrantes subsaharianos antes que españoles pues ala deseo concedido ya teneis barcelona plagada de manteros,1
299, aqui son acosadores porque les mandan un dm las haría hablar con una victima de acoso o violación a estas infradotadas para que dejen de hablar estupideces asco me dan como mujer,0
300, cállate perra y ven a calentarme que hace frío pd te extraño,1
301,esto es lo que la onuunion europeavaticanocomunistassocialistasprogresnwo llevan de africa a europa un inmigrante nigeriano mata y descuartiza a una joven italiana de  años httpstcoeaxyjwsslt,0
302,l los reseponsables del ingreso al pais de tantos inmigrantes deben hacerse cargo del los problemas de salud de ellos porque actualmente han venido a aumentar el grave problema de atencion medica de chilenos ocupando las pocas horas de atencion y recursos,0
303,cuando un hombre mata a una mujer es un hijo de puta pero cuando una mujer mata a un hombre le tiran alagos solo por ser mujer y tener un buen cuerpo,0
304, ahora si que parafraseando ya callate maldito animal pendejo viejo hijo de puta arrastrado viejo pedorro mequetrefe gorrino cagada víbora prieta tepocata y de nueva cuenta tu chingada madre escoria se te va a quitar la pensión,0
305, mira hydrox de los cojones se me está inflando la puta panocha ya cállate un puto mes cabezabunque,0
306,cuantos operarios hacen falta para limpiar una cocina ninguno eso es cosa de mujeres ,0
307, ute tranquila mí amiga me oio si querés que no te joda la vida te quedas callada perra hijaeputa y pásame el abon candesita cuale son tus cosquillas nene,1
308,estos imbéciles hdlgp de alianza país no trabajan y no dejan trabajar son una maldita escoria httpstcosleiuytm,0
309, los inmigrantes en hostales a pensión completa y los españoles durmiendo en el coche httpstcormtzaods,0
310,una vez un arabe me pidió matrimonio en canadá jajajajaja  real  fake,0
311, cállate perra,1
312, si a mi me dicen mardita hubiese dicho 'yo si mi amor' como una real perra pero tu eres nula así que te prestare mi tarjeta para que te compres una personalidad,0
313, tú eres la malagua celulitica puta barata httpstcotjdxyeklzu,1
314, tu eres putatienes maridos seguro,0
315,demandan a trump por condiciones inhumanas para indocumentados detenidos httpstcozqvcstg httpstcodipnyiekc,0
316,mi ganadora gracias te lo mereces eres la puta voz ,0
317, callate puta chorra asesina traidora a la ´patria,1
318, inmigración populismo rivera casado cuatro patas 'pa' un banco httpstcouomkpye,0
319, cállate y respóndeme perra,1
320,lo vuelvo a mencionar porque es que me cabrea mucho que por gilipollas que tienen que hacer putas tonterías se mueran animales sin necesidad y las familias tengan que pasar por eso porque es que le pasa a mi perra y os pego yo el petardazo en la cara hijos de puta httpstcohqvmqhix,0
321,no hay suficientes médicos españoles aqui en españa que tienen que venir sudacas aquí a trabajar manda cojones,1
322, ni tas trabajando perra callate,1
323, la escoria de la ciudad son los puestos ya no son ambulantes ya estan fijos los imbéciles,0
324,vive les pistaches des arabes,0
325,no hay nada peor que la pérdida de la patria encarnando el caso de los miles de refugiados sirios en el campamento de za'atari las pinturas fueron realizadas con detalle poniendo httpstcovaewbdcphe,0
326,esta terrible arabe de ecko amigo que chabon con flow,0
327,y tú eres una perra como dice joss stone httpstcocdrandasa,1
328,y tu eres perra,1
329,hay gente miserable en el mundo luego está esta señora que parece que no tiene ningún escrúpulo que buscar bufete de nuria vandenberghe una abogada proisraelí antimusulmana y fan de trump denuncia a  inmigrantes que saltaron la valla de ceuta httpstcokpzmkuil,0
330,putos moros que vienen de fuera a quitarnos el trabajo a los españoles ahora di que eres inmigrante a ver si encuentras trabajo y si lo encuentras te explotará algún soplapollas pero eso si español,1
331, no u callate cono perra yana,1
332, « hijo de perra por supuesto no lo haría solo el muy bastardo se lo merecía por intentar siempre menospreciarle  si los golpes no funcionaban habría de intimidarlo aún de la manera más repugnante ,0
333,independiente se lo merecía son cagones son putos y si son unos brasileros hijos de puta,0
334,btw si aún no han ido cuando tengan oportunidad vayan a los cantaritos “el güero” se enfiesta uno con mami y están lo más delis,0
335,esta súper chido pero no se que hueva quizá es lo mismo con el repertorio de árabe que se repite siempre y se reciclan bailes en cada presentación ,0
336, siempre dijiste lo que pensabas nunca fuiste por atrás tenes una humildad de la puta madre sos increíble y te lo merecias,0
337, que voy yo y te pego con un pene en la cara cabrona,1
338, cobarde  con un arma se cree poderoso imbécilojalá te metan preso escoria humana ,0
339,harassand pepe querido no te merecías el maltrato de esta puta… httpstcopupvavrfpf,1
340,sabes lo que va a pasar yo lo veo muy claro pagaremos el pato los de abajo como sardinas de lata en la seguridad social las ayudas y becas colapsadas los manteros competencia desleal ya no tendremos sitio ni para recoger en las basuras httpstcomhffhlyoiu,1
341,la puta madre el amor que siento por mi novia es increible seguro me muero de diabetes httpstcovoifsltoyf,0
342,a mí esto de que los ilegales subsaharianos se beban cubatas con mi dinero no me acaba de convencer,0
343,la queja del hombre y de la mujer es universal y del mismo tipo pero la de la mujer es más notable y se la tilda de puta resentida,1
344,me mama cuestionar a mis profesores no sean pendejos y sepan que están enseñando no se aprendan una puta guía ‍,0
345,falta que aparezca puta publicando 'feliz día de reyes' y suba una foto enseñando el culo,1
346,escuchar y mover el orto van de la mano ,0
347,por que las mujeres tienen cuatro labios los dos de arriba para decir tonterias y los dos de abajo para arreglarlas,0
348, que sí que el acoso y la violación están mal pero que no hay situaciones que no son acoso y está mal que quieran ampliar su su significado hasta que abarque cualquier cosa que es para donde van ,0
349, cállate puta ya vas a venir por mi conocimiento en pedagogía,1
350, como pueden permitir eso si fuera una hermana o hija de agun manifestante tambien se manifestarian para sacar a ese violador de la carcel,0
351,italia una mujer evita con gas pimienta un intento de agresión sexual de un inmigrante ilegal nigeriano en la estación de tren de milán esta es la realidad de la inmigración ilegal httpstcoyybriltirk,0
352, perra estupida ahora tu eres la gorda,1
353,que asco ver la sin trapos con estadios vacíos y equipos llenos de sudacas petardos,1
354,va una mujer tonta valga la redundancia,0
355,en mierditerráneo digital andan un poco obsesionados con las violaciones las ficticias denunciar que un gc y un militar violaron a una cría de  años no queda muy patriota gays y un marroquí serán gays negros sudacas o moros httpstcovybwrsjbw,0
356,no huyen de ninguna guerra cuando huyes de una guerra no vuelves a tu país de vacaciones con las ayudas del estado español pero que no es nada nuevo casi la totalidad de las mujeres sirias llevan velo cuando siria es un país cristiano httpstcohzzsbdlo,0
357, cállate puta,1
358, cállate nadie te pregunto perra,1
359,la unica diferencia es que a ella si le importan las cosas y tu eres una puta,1
360,en twitter supimos tener el  nuestras madrugadas esperando los clips nuestros millones de bardos y vos preferis a las de ig que no saben cuando chota es tu cumpleaños y se horrorizaban porque te comiste a aye cuando aca estabamos de party fui poseida por cocoespos,0
361, así como tú eres maricón y puta tapiñada tu obsesión solo produce risa,0
362,kirei mereces una muerte lenta y dolorosa hijo de puta ,0
363,estimado los catalanes no tenemos genes franceses los tenemos alemanes y tú eres un hijo de puta documento cedido por el institut nova historia o como yo los llamo  la imagen es una coña lo hijo de puta que eres no httpstcodzbivmo,0
364, y tu eres un racista de mierda que ahora es progre revienta hijo de puta,0
365,detienen a tres de la por presuntos a una httpstcovgkgfoxa no al ,0
366, tu que eres la comepollas groupie de dellafuente o que callate la puta boca ya simio,1
367,yo hol todas vosotras blanca puta gilipollas hueles mal vaya pozos tu bias es hykjae eres una rata sucia callate ya,0
368,refugiados na unicamp httpstcoxmnzrwenx via ,0
369,más de  inmigrantes de origen subsahariano accedieron a territorio español a primera hora de la mañana del jueves cruzando la valla en ceuta httpstcovkunfv,0
370,legisladores intentan dar juguetes a niños inmigrantes el congresista federal carlos curbelo junto a los senadores httpstcorvgnbfywj,0
371, esta es la justicia en españa para estos indeseables una puta verguenza,0
372,en un descuido y los güeros estén detrás de todo esto httpstcopiibpxthd,0
373,para todos ustedes los que votaron a este hijo de puta por odio espero que reciban lo que merezcan porque ustedes son tan soretes como él,0
